country,ccode,year,tier,minstand,efforts,TRAFFICKING_FLOWS,source,source_order,transit,transit_order,destination,destination_order,internal,TRAFFICKING_TYPES,psource,ptransit,pdest,pinternal,lsource,ltransit,ldest,linternal,dsource,dtransit,ddest,dinternal,dssource,dstransit,dsdest,dsinternal,cpsource,cptransit,cpdest,cpinternal,clsource,cltransit,cldest,clinternal,cssource,cstransit,csdest,csinternal,PROSECUTION,domesticlaws,enforcement,convictinfo,prosnum,PROTECTION,protectprogress,victimid,victimservices,victimpunish,PREVENTION,preventprogress,INTERNATIONAL_LAWS,UNP_sign,UNP_rat,ILO182,ILO29,ILO105,CEDAW_sign,CEDAW_rat,UNCRC_sign,UNCRC_rat,conflict_sign,conflict_rat
Haiti,41,2009,Special Case,No mention,No mention,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,No mention,Yes,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,No mention,No mention,,,Yes,No,No,No mention,,No mention,,13 Dec 2000Ê,19 Apr 2011Ê,19-Jul-07,4-Mar-58,4-Mar-58,17 Jul 1980Ê,20 Jul 1981Ê,15 Aug 2002Ê,,15 Aug 2002Ê,
Haiti,41,2010,Special Case,No mention,No mention,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Some,No,No mention,,,Yes,No,No,No mention,,No mention,,13 Dec 2000Ê,19 Apr 2011Ê,19-Jul-07,4-Mar-58,4-Mar-58,17 Jul 1980Ê,20 Jul 1981Ê,15 Aug 2002Ê,,15 Aug 2002Ê,
Haiti,41,2011,Special Case,No mention,No mention,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,No,Yes,,,Yes,No,No,No mention,,No,,13 Dec 2000Ê,19 Apr 2011Ê,19-Jul-07,4-Mar-58,4-Mar-58,17 Jul 1980Ê,20 Jul 1981Ê,15 Aug 2002Ê,,15 Aug 2002Ê,
Dominican Republic,42,2001,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,No,,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,,,No mention,No mention,No,No mention,,Some,,15 Dec 2000Ê,Ê5 Feb 2008Ê,15-Nov-00,5-Dec-56,23-Jun-58,17 Jul 1980Ê,Ê2 Sep 1982Ê,,Ê6 Dec 2006 a,Ê9 May 2002Ê,
Dominican Republic,42,2002,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Some,No,Yes,,,No mention,No mention,No,No mention,,Yes,,15 Dec 2000Ê,Ê5 Feb 2008Ê,15-Nov-00,5-Dec-56,23-Jun-58,17 Jul 1980Ê,Ê2 Sep 1982Ê,,Ê6 Dec 2006 a,Ê9 May 2002Ê,
Dominican Republic,42,2003,Tier 3,No,No,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,No mention,,,Yes,No mention,No,No mention,,Some,,15 Dec 2000Ê,Ê5 Feb 2008Ê,15-Nov-00,5-Dec-56,23-Jun-58,17 Jul 1980Ê,Ê2 Sep 1982Ê,,Ê6 Dec 2006 a,Ê9 May 2002Ê,
Dominican Republic,42,2004,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,,,No,No mention,No,Yes,,Some,,15 Dec 2000Ê,Ê5 Feb 2008Ê,15-Nov-00,5-Dec-56,23-Jun-58,17 Jul 1980Ê,Ê2 Sep 1982Ê,,Ê6 Dec 2006 a,Ê9 May 2002Ê,
Dominican Republic,42,2005,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,No,,,No,No,No,Yes,,No,,15 Dec 2000Ê,Ê5 Feb 2008Ê,15-Nov-00,5-Dec-56,23-Jun-58,17 Jul 1980Ê,Ê2 Sep 1982Ê,,Ê6 Dec 2006 a,Ê9 May 2002Ê,
Dominican Republic,42,2006,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,17,,No,No,No,No mention,,Some,,15 Dec 2000Ê,Ê5 Feb 2008Ê,15-Nov-00,5-Dec-56,23-Jun-58,17 Jul 1980Ê,Ê2 Sep 1982Ê,,Ê6 Dec 2006 a,Ê9 May 2002Ê,
Dominican Republic,42,2007,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Some,Yes,120,,No,No,No,No,,Some,,15 Dec 2000Ê,Ê5 Feb 2008Ê,15-Nov-00,5-Dec-56,23-Jun-58,17 Jul 1980Ê,Ê2 Sep 1982Ê,,Ê6 Dec 2006 a,Ê9 May 2002Ê,
Dominican Republic,42,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Some,Yes,12,,No,No,No,No,,Yes,,15 Dec 2000Ê,Ê5 Feb 2008Ê,15-Nov-00,5-Dec-56,23-Jun-58,17 Jul 1980Ê,Ê2 Sep 1982Ê,,Ê6 Dec 2006 a,Ê9 May 2002Ê,
Dominican Republic,42,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Some,Yes,0,,Yes,No mention,No,No,,Yes,,15 Dec 2000Ê,Ê5 Feb 2008Ê,15-Nov-00,5-Dec-56,23-Jun-58,17 Jul 1980Ê,Ê2 Sep 1982Ê,,Ê6 Dec 2006 a,Ê9 May 2002Ê,
Dominican Republic,42,2010,Tier 3,No,No,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,Some,Yes,0,,No,No,No,No,,No,,15 Dec 2000Ê,Ê5 Feb 2008Ê,15-Nov-00,5-Dec-56,23-Jun-58,17 Jul 1980Ê,Ê2 Sep 1982Ê,,Ê6 Dec 2006 a,Ê9 May 2002Ê,
Dominican Republic,42,2011,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,Some,Yes,0,,Yes,No,No,No,,Some,,15 Dec 2000Ê,Ê5 Feb 2008Ê,15-Nov-00,5-Dec-56,23-Jun-58,17 Jul 1980Ê,Ê2 Sep 1982Ê,,Ê6 Dec 2006 a,Ê9 May 2002Ê,
Jamaica,51,2003,Tier 2/2 Watch List,No,Yes,,No,No mention,Yes,First mention,No,No mention,Yes,,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,No,,,Yes,No mention,No mention,No,,Some,,13 Feb 2002Ê,29 Sep 2003Ê,13-Oct-03,26-Dec-62,26-Dec-62,17 Jul 1980Ê,19 Oct 1984Ê,Ê8 Sep 2000Ê,26 Aug 2011Ê,Ê8 Sep 2000Ê,Ê9 May 2002Ê
Jamaica,51,2004,Tier 2/2 Watch List,No,Yes,,No,No mention,Yes,First mention,No,No mention,Yes,,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,No,,,Yes,No mention,No,No,,Some,,13 Feb 2002Ê,29 Sep 2003Ê,13-Oct-03,26-Dec-62,26-Dec-62,17 Jul 1980Ê,19 Oct 1984Ê,Ê8 Sep 2000Ê,26 Aug 2011Ê,Ê8 Sep 2000Ê,Ê9 May 2002Ê
Jamaica,51,2005,Tier 3,No,No,,Yes,Second mention,Yes,First mention,No,No mention,Yes,,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,No,No,,,Yes,No mention,Yes,No,,Some,,13 Feb 2002Ê,29 Sep 2003Ê,13-Oct-03,26-Dec-62,26-Dec-62,17 Jul 1980Ê,19 Oct 1984Ê,Ê8 Sep 2000Ê,26 Aug 2011Ê,Ê8 Sep 2000Ê,Ê9 May 2002Ê
Jamaica,51,2006,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,No mention,,,Yes,No mention,Yes,Yes,,Some,,13 Feb 2002Ê,29 Sep 2003Ê,13-Oct-03,26-Dec-62,26-Dec-62,17 Jul 1980Ê,19 Oct 1984Ê,Ê8 Sep 2000Ê,26 Aug 2011Ê,Ê8 Sep 2000Ê,Ê9 May 2002Ê
Jamaica,51,2007,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,Yes,,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,6,,Yes,No mention,Yes,No,,Some,,13 Feb 2002Ê,29 Sep 2003Ê,13-Oct-03,26-Dec-62,26-Dec-62,17 Jul 1980Ê,19 Oct 1984Ê,Ê8 Sep 2000Ê,26 Aug 2011Ê,Ê8 Sep 2000Ê,Ê9 May 2002Ê
Jamaica,51,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,10,,Yes,No mention,Yes,No,,Yes,,13 Feb 2002Ê,29 Sep 2003Ê,13-Oct-03,26-Dec-62,26-Dec-62,17 Jul 1980Ê,19 Oct 1984Ê,Ê8 Sep 2000Ê,26 Aug 2011Ê,Ê8 Sep 2000Ê,Ê9 May 2002Ê
Jamaica,51,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,6,,Yes,Yes,Yes,No,,Yes,,13 Feb 2002Ê,29 Sep 2003Ê,13-Oct-03,26-Dec-62,26-Dec-62,17 Jul 1980Ê,19 Oct 1984Ê,Ê8 Sep 2000Ê,26 Aug 2011Ê,Ê8 Sep 2000Ê,Ê9 May 2002Ê
Jamaica,51,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Some,No,6,,Yes,Yes,Yes,No,,Some,,13 Feb 2002Ê,29 Sep 2003Ê,13-Oct-03,26-Dec-62,26-Dec-62,17 Jul 1980Ê,19 Oct 1984Ê,Ê8 Sep 2000Ê,26 Aug 2011Ê,Ê8 Sep 2000Ê,Ê9 May 2002Ê
Jamaica,51,2011,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,No mention,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Some,Yes,10,,Yes,Yes,Yes,No,,Some,,13 Feb 2002Ê,29 Sep 2003Ê,13-Oct-03,26-Dec-62,26-Dec-62,17 Jul 1980Ê,19 Oct 1984Ê,Ê8 Sep 2000Ê,26 Aug 2011Ê,Ê8 Sep 2000Ê,Ê9 May 2002Ê
Trinidad and Tobago,52,2009,Tier 2/2 Watch List,No,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,No,No,No mention,0,,No mention,No,No,No mention,,Some,,26 Sep 2001Ê,Ê6 Nov 2007Ê,23-Apr-03,24-May-63,24-May-63,27 Jun 1985Ê,12 Jan 1990Ê,,,,
Trinidad and Tobago,52,2010,Tier 2/2 Watch List,No,Yes,,Yes,Second mention,Yes,Third mention,Yes,First mention,No,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,No,No mention,0,,Yes,No,No,Yes,,No mention,,26 Sep 2001Ê,Ê6 Nov 2007Ê,23-Apr-03,24-May-63,24-May-63,27 Jun 1985Ê,12 Jan 1990Ê,,,,
Trinidad and Tobago,52,2011,Tier 2/2 Watch List,No,2,,Yes,Second mention,Yes,Third mention,Yes,First mention,No,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,No,,,Yes,Yes,No,Yes,,Some,,26 Sep 2001Ê,Ê6 Nov 2007Ê,23-Apr-03,24-May-63,24-May-63,27 Jun 1985Ê,12 Jan 1990Ê,,,,
Barbados,53,2007,Special Case,No mention,No mention,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,1,,No mention,No mention,No mention,No mention,,Some,,26 Sep 2001Ê,,23-Oct-00,8-May-67,8-May-67,24 Jul 1980Ê,16 Oct 1980Ê,,,,
Barbados,53,2008,Special Case,No mention,No mention,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,1,,No mention,No,No,Yes,,No mention,,26 Sep 2001Ê,,23-Oct-00,8-May-67,8-May-67,24 Jul 1980Ê,16 Oct 1980Ê,,,,
Barbados,53,2009,Tier 2/2 Watch List,No,Yes,,No,No mention,No,No mention,Yes,First mention,Yes,,No mention,No mention,Yes,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,0,,Yes,No mention,No mention,Yes,,Some,,26 Sep 2001Ê,,23-Oct-00,8-May-67,8-May-67,24 Jul 1980Ê,16 Oct 1980Ê,,,,
Barbados,53,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,0,,Yes,No,No,Yes,,Some,,26 Sep 2001Ê,,23-Oct-00,8-May-67,8-May-67,24 Jul 1980Ê,16 Oct 1980Ê,,,,
Barbados,53,2011,Tier 2/2 Watch List,No,2,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Some,No,No,,,No,No,No,Yes,,Some,,26 Sep 2001Ê,,23-Oct-00,8-May-67,8-May-67,24 Jul 1980Ê,16 Oct 1980Ê,,,,
St. Lucia,56,2011,Tier 2/2 Watch List,No,2,,No,No mention,No,No mention,Yes,First mention,No,,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,0,,Yes,No mention,Yes,Yes,,Some,,,16 Jul 2013 a,6-Dec-00,14-May-80,14-May-80,,Ê8 Oct 1982 a,22 Sep 2011Ê,Ê8 Oct 2013Ê,22 Sep 2011Ê,
St. Vincent and the Grenadines,57,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,No mention,No mention,0,,No mention,No,Yes,Yes,,Some,,20 Nov 2002Ê,29 Oct 2010Ê,4-Dec-01,21-Oct-98,21-Oct-98,,Ê4 Aug 1981 a,,15 Sep 2005 a,,29 Mar 2011 a
St. Vincent and the Grenadines,57,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,Second mention,Yes,,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,No mention,0,,No,No,Yes,Yes,,Yes,,20 Nov 2002Ê,29 Oct 2010Ê,4-Dec-01,21-Oct-98,21-Oct-98,,Ê4 Aug 1981 a,,15 Sep 2005 a,,29 Mar 2011 a
St. Vincent and the Grenadines,57,2011,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,0,,No,No,Yes,Yes,,Some,,20 Nov 2002Ê,29 Oct 2010Ê,4-Dec-01,21-Oct-98,21-Oct-98,,Ê4 Aug 1981 a,,15 Sep 2005 a,,29 Mar 2011 a
Antigua and Barbuda,58,2009,Tier 2/2 Watch List,No,Yes,,No,No mention,No,No mention,Yes,First mention,No,,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,No,No,0,,Yes,No mention,Yes,Yes,,Yes,,,17 Feb 2010Ê,16-Sep-02,2-Feb-83,2-Feb-83,,Ê1 Aug 1989 a,18 Dec 2001Ê,30 Apr 2002Ê,,
Antigua and Barbuda,58,2010,Tier 2/2 Watch List,No,Yes,,No,No mention,No,No mention,Yes,First mention,No,,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,No,Yes,0,,Yes,No,Yes,Yes,,Some,,,17 Feb 2010Ê,16-Sep-02,2-Feb-83,2-Feb-83,,Ê1 Aug 1989 a,18 Dec 2001Ê,30 Apr 2002Ê,,
Antigua and Barbuda,58,2011,Tier 2/2 Watch List,No,2,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,Some,Yes,0,,Yes,Yes,Yes,No,,Yes,,,17 Feb 2010Ê,16-Sep-02,2-Feb-83,2-Feb-83,,Ê1 Aug 1989 a,18 Dec 2001Ê,30 Apr 2002Ê,,
Mexico,70,2001,Tier 2/2 Watch List,No,Yes,,No,No mention,Yes,Second mention,No,No mention,Yes,,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,No mention,,,No mention,No mention,No mention,No mention,,No mention,,13 Dec 2000Ê,Ê4 Mar 2003Ê,30-Jun-00,12-May-34,1-Jun-59,17 Jul 1980Ê,23 Mar 1981Ê,Ê7 Sep 2000Ê,15 Mar 2002Ê,Ê7 Sep 2000Ê,15 Mar 2002Ê
Mexico,70,2002,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,No mention,,,No mention,No mention,No mention,No mention,,Some,,13 Dec 2000Ê,Ê4 Mar 2003Ê,30-Jun-00,12-May-34,1-Jun-59,17 Jul 1980Ê,23 Mar 1981Ê,Ê7 Sep 2000Ê,15 Mar 2002Ê,Ê7 Sep 2000Ê,15 Mar 2002Ê
Mexico,70,2003,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,No mention,,,No mention,No mention,Yes,No mention,,Yes,,13 Dec 2000Ê,Ê4 Mar 2003Ê,30-Jun-00,12-May-34,1-Jun-59,17 Jul 1980Ê,23 Mar 1981Ê,Ê7 Sep 2000Ê,15 Mar 2002Ê,Ê7 Sep 2000Ê,15 Mar 2002Ê
